benchmark_id,test,timestamp_utc,repetition,workload,buffer_bytes,chunk_bytes,operations,seconds,value,unit,status,notes
B06,basic GPU FP16 matrix multiply,2026-08-10T21:16:18.891099+00:00,20,torch.mm_4096x4096,,,1,0.004399104118347168,31.242487055214,TFLOP/s,ok,2*n^3 operation convention; CUDA event timing.
OVR,sync makespan,2026-08-11T01:15:08.887709+00:00,1,fp16,,,4,2.2857465999986744,2.2857465999986744,s,ok,end-to-end wall time for 4 blocks
OVR,sync payload throughput,2026-08-11T01:15:08.887730+00:00,1,fp16,1548812288,,,2.2857465999986744,0.6775957964898202,GB/s_payload,ok,payload bytes over end-to-end makespan
OVR,sync stage read,2026-08-11T01:15:08.887743+00:00,1,fp16,387203072,387203072,4,1.985057699988829,1.985057699988829,s,ok,sum over 4 blocks of 387203072 bytes; stage=read
OVR,sync stage stage_copy,2026-08-11T01:15:08.887751+00:00,1,fp16,387203072,387203072,4,0.094846600011806,0.094846600011806,s,ok,sum over 4 blocks of 387203072 bytes; stage=stage_copy
OVR,sync stage h2d,2026-08-11T01:15:08.887756+00:00,1,fp16,387203072,387203072,4,0.059965183258056644,0.059965183258056644,s,ok,sum over 4 blocks of 387203072 bytes; stage=h2d
OVR,sync stage compute,2026-08-11T01:15:08.887760+00:00,1,fp16,387203072,387203072,4,0.1444648952484131,0.1444648952484131,s,ok,sum over 4 blocks of 387203072 bytes; stage=compute
OVR,overlap pipeline,2026-08-11T01:15:08.910820+00:00,,fp16,,,,,,,error,"OSError(9, 'Descripteur non valide', None, 6)"
OVR,sync makespan,2026-08-11T01:15:44.483593+00:00,1,fp16,,,4,2.157406499987701,2.157406499987701,s,ok,end-to-end wall time for 4 blocks
OVR,sync payload throughput,2026-08-11T01:15:44.483613+00:00,1,fp16,1548812288,,,2.157406499987701,0.7179047101271038,GB/s_payload,ok,payload bytes over end-to-end makespan
OVR,sync stage read,2026-08-11T01:15:44.483627+00:00,1,fp16,387203072,387203072,4,1.8687769999814918,1.8687769999814918,s,ok,sum over 4 blocks of 387203072 bytes; stage=read
OVR,sync stage stage_copy,2026-08-11T01:15:44.483634+00:00,1,fp16,387203072,387203072,4,0.08606470000813715,0.08606470000813715,s,ok,sum over 4 blocks of 387203072 bytes; stage=stage_copy
OVR,sync stage h2d,2026-08-11T01:15:44.483639+00:00,1,fp16,387203072,387203072,4,0.059811903953552244,0.059811903953552244,s,ok,sum over 4 blocks of 387203072 bytes; stage=h2d
OVR,sync stage compute,2026-08-11T01:15:44.483643+00:00,1,fp16,387203072,387203072,4,0.14145225620269775,0.14145225620269775,s,ok,sum over 4 blocks of 387203072 bytes; stage=compute
OVR,sync VRAM allocated,2026-08-11T01:15:44.483801+00:00,1,fp16,,,,,790757888,bytes,ok,"after pass, steady state"
OVR,sync process working set,2026-08-11T01:15:44.483888+00:00,1,fp16,,,,,2996666368,bytes,ok,psapi WorkingSetSize after pass
OVR,sync makespan,2026-08-11T01:17:02.849521+00:00,1,fp16,,,6,3.1078687999979593,3.1078687999979593,s,ok,end-to-end wall time for 6 blocks
OVR,sync payload throughput,2026-08-11T01:17:02.849541+00:00,1,fp16,2323218432,,,3.1078687999979593,0.7475278338652923,GB/s_payload,ok,payload bytes over end-to-end makespan
OVR,sync stage read,2026-08-11T01:17:02.849555+00:00,1,fp16,387203072,387203072,6,2.710805900002015,2.710805900002015,s,ok,sum over 6 blocks of 387203072 bytes; stage=read
OVR,sync stage stage_copy,2026-08-11T01:17:02.849563+00:00,1,fp16,387203072,387203072,6,0.13416380000126082,0.13416380000126082,s,ok,sum over 6 blocks of 387203072 bytes; stage=stage_copy
OVR,sync stage h2d,2026-08-11T01:17:02.849568+00:00,1,fp16,387203072,387203072,6,0.09017964839935302,0.09017964839935302,s,ok,sum over 6 blocks of 387203072 bytes; stage=h2d
OVR,sync stage compute,2026-08-11T01:17:02.849572+00:00,1,fp16,387203072,387203072,6,0.17073270225524903,0.17073270225524903,s,ok,sum over 6 blocks of 387203072 bytes; stage=compute
OVR,sync VRAM allocated,2026-08-11T01:17:02.849720+00:00,1,fp16,,,,,790757888,bytes,ok,"after pass, steady state"
OVR,sync process working set,2026-08-11T01:17:02.849810+00:00,1,fp16,,,,,2997235712,bytes,ok,psapi WorkingSetSize after pass
OVR,double_buffer makespan,2026-08-11T01:17:05.672659+00:00,1,fp16,,,6,2.8216986999905203,2.8216986999905203,s,ok,end-to-end wall time for 6 blocks
OVR,double_buffer payload throughput,2026-08-11T01:17:05.672675+00:00,1,fp16,2323218432,,,2.8216986999905203,0.8233403630259336,GB/s_payload,ok,payload bytes over end-to-end makespan
OVR,double_buffer stage read,2026-08-11T01:17:05.672685+00:00,1,fp16,387203072,387203072,6,2.6589213000115706,2.6589213000115706,s,ok,sum over 6 blocks of 387203072 bytes; stage=read
OVR,double_buffer stage stage_copy,2026-08-11T01:17:05.672691+00:00,1,fp16,387203072,387203072,6,0.13070960000914056,0.13070960000914056,s,ok,sum over 6 blocks of 387203072 bytes; stage=stage_copy
OVR,double_buffer stage h2d,2026-08-11T01:17:05.672695+00:00,1,fp16,387203072,387203072,6,0.09155696105957031,0.09155696105957031,s,ok,sum over 6 blocks of 387203072 bytes; stage=h2d
OVR,double_buffer stage compute,2026-08-11T01:17:05.672698+00:00,1,fp16,387203072,387203072,6,0.09283891201019287,0.09283891201019287,s,ok,sum over 6 blocks of 387203072 bytes; stage=compute
OVR,double_buffer VRAM allocated,2026-08-11T01:17:05.672843+00:00,1,fp16,,,,,790757888,bytes,ok,"after pass, steady state"
OVR,double_buffer process working set,2026-08-11T01:17:05.672873+00:00,1,fp16,,,,,2997284864,bytes,ok,psapi WorkingSetSize after pass
OVR,three_stage makespan,2026-08-11T01:17:08.523245+00:00,1,fp16,,,6,2.849415200005751,2.849415200005751,s,ok,end-to-end wall time for 6 blocks
OVR,three_stage payload throughput,2026-08-11T01:17:08.523260+00:00,1,fp16,2323218432,,,2.849415200005751,0.8153316624391247,GB/s_payload,ok,payload bytes over end-to-end makespan
OVR,three_stage stage read,2026-08-11T01:17:08.523269+00:00,1,fp16,387203072,387203072,6,2.651282499995432,2.651282499995432,s,ok,sum over 6 blocks of 387203072 bytes; stage=read
OVR,three_stage stage stage_copy,2026-08-11T01:17:08.523275+00:00,1,fp16,387203072,387203072,6,0.13529910001670942,0.13529910001670942,s,ok,sum over 6 blocks of 387203072 bytes; stage=stage_copy
OVR,three_stage stage h2d,2026-08-11T01:17:08.523279+00:00,1,fp16,387203072,387203072,6,0.1047159023284912,0.1047159023284912,s,ok,sum over 6 blocks of 387203072 bytes; stage=h2d
OVR,three_stage stage compute,2026-08-11T01:17:08.523282+00:00,1,fp16,387203072,387203072,6,0.17736601638793945,0.17736601638793945,s,ok,sum over 6 blocks of 387203072 bytes; stage=compute
OVR,three_stage VRAM allocated,2026-08-11T01:17:08.523413+00:00,1,fp16,,,,,790757888,bytes,ok,"after pass, steady state"
OVR,three_stage process working set,2026-08-11T01:17:08.523438+00:00,1,fp16,,,,,2997882880,bytes,ok,psapi WorkingSetSize after pass
OVR,sync makespan,2026-08-11T01:23:33.883263+00:00,1,fp16;blocks=36;matmul=4096,,,36,18.197197100002086,18.197197100002086,s,ok,end-to-end wall time for 36 blocks
OVR,sync payload throughput,2026-08-11T01:23:33.883283+00:00,1,fp16;blocks=36;matmul=4096,13939310592,,,18.197197100002086,0.766014156762549,GB/s_payload,ok,payload bytes over end-to-end makespan
OVR,sync stage read,2026-08-11T01:23:33.883298+00:00,1,fp16;blocks=36;matmul=4096,387203072,387203072,36,15.517249500015168,15.517249500015168,s,ok,sum over 36 blocks of 387203072 bytes; stage=read
OVR,sync stage stage_copy,2026-08-11T01:23:33.883306+00:00,1,fp16;blocks=36;matmul=4096,387203072,387203072,36,0.78290099996957,0.78290099996957,s,ok,sum over 36 blocks of 387203072 bytes; stage=stage_copy
OVR,sync stage h2d,2026-08-11T01:23:33.883311+00:00,1,fp16;blocks=36;matmul=4096,387203072,387203072,36,0.620982816696167,0.620982816696167,s,ok,sum over 36 blocks of 387203072 bytes; stage=h2d
OVR,sync stage compute,2026-08-11T01:23:33.883315+00:00,1,fp16;blocks=36;matmul=4096,387203072,387203072,36,1.2599429092407226,1.2599429092407226,s,ok,sum over 36 blocks of 387203072 bytes; stage=compute
OVR,sync VRAM allocated,2026-08-11T01:23:33.883477+00:00,1,fp16;blocks=36;matmul=4096,,,,,885129728,bytes,ok,"after pass, steady state"
OVR,sync process working set,2026-08-11T01:23:33.883571+00:00,1,fp16;blocks=36;matmul=4096,,,,,2982072320,bytes,ok,psapi WorkingSetSize after pass
OVR,sync makespan,2026-08-11T01:23:52.372445+00:00,2,fp16;blocks=36;matmul=4096,,,36,18.48726149999129,18.48726149999129,s,ok,end-to-end wall time for 36 blocks
