variant,block_label,repetition,block,stage,seconds
double_buffer,fp16;blocks=36;matmul=4096,2,23,compute,0.052025345
double_buffer,fp16;blocks=36;matmul=4096,2,24,compute,0.043663361
double_buffer,fp16;blocks=36;matmul=4096,2,25,compute,0.046629887
double_buffer,fp16;blocks=36;matmul=4096,2,26,compute,0.046279678
double_buffer,fp16;blocks=36;matmul=4096,2,27,compute,0.049414143
double_buffer,fp16;blocks=36;matmul=4096,2,28,compute,0.052575233
double_buffer,fp16;blocks=36;matmul=4096,2,29,compute,0.050630657
double_buffer,fp16;blocks=36;matmul=4096,2,30,compute,0.056333313
double_buffer,fp16;blocks=36;matmul=4096,2,31,compute,0.062526463
double_buffer,fp16;blocks=36;matmul=4096,2,32,compute,0.063723518
double_buffer,fp16;blocks=36;matmul=4096,2,33,compute,0.055648254
double_buffer,fp16;blocks=36;matmul=4096,2,34,compute,0.055334911
double_buffer,fp16;blocks=36;matmul=4096,2,35,compute,0.053787647
double_buffer,fp16;blocks=36;matmul=4096,3,0,read,0.410962000
double_buffer,fp16;blocks=36;matmul=4096,3,1,read,0.583659200
double_buffer,fp16;blocks=36;matmul=4096,3,2,read,0.244516400
double_buffer,fp16;blocks=36;matmul=4096,3,3,read,0.567146200
double_buffer,fp16;blocks=36;matmul=4096,3,4,read,0.138460000
double_buffer,fp16;blocks=36;matmul=4096,3,5,read,0.595115600
double_buffer,fp16;blocks=36;matmul=4096,3,6,read,0.239566000
double_buffer,fp16;blocks=36;matmul=4096,3,7,read,0.566958500
double_buffer,fp16;blocks=36;matmul=4096,3,8,read,0.147292200
double_buffer,fp16;blocks=36;matmul=4096,3,9,read,0.599624300
double_buffer,fp16;blocks=36;matmul=4096,3,10,read,0.234074200
double_buffer,fp16;blocks=36;matmul=4096,3,11,read,0.566804000
double_buffer,fp16;blocks=36;matmul=4096,3,12,read,0.264284800
double_buffer,fp16;blocks=36;matmul=4096,3,13,read,0.611467500
double_buffer,fp16;blocks=36;matmul=4096,3,14,read,0.243187300
double_buffer,fp16;blocks=36;matmul=4096,3,15,read,0.567050900
double_buffer,fp16;blocks=36;matmul=4096,3,16,read,0.508908400
double_buffer,fp16;blocks=36;matmul=4096,3,17,read,0.630421400
double_buffer,fp16;blocks=36;matmul=4096,3,18,read,0.244226900
double_buffer,fp16;blocks=36;matmul=4096,3,19,read,0.562832900
double_buffer,fp16;blocks=36;matmul=4096,3,20,read,0.144685800
double_buffer,fp16;blocks=36;matmul=4096,3,21,read,0.610436800
double_buffer,fp16;blocks=36;matmul=4096,3,22,read,0.268534900
double_buffer,fp16;blocks=36;matmul=4096,3,23,read,0.574756900
double_buffer,fp16;blocks=36;matmul=4096,3,24,read,0.147433700
double_buffer,fp16;blocks=36;matmul=4096,3,25,read,0.603933600
double_buffer,fp16;blocks=36;matmul=4096,3,26,read,0.244042900
double_buffer,fp16;blocks=36;matmul=4096,3,27,read,0.591036200
double_buffer,fp16;blocks=36;matmul=4096,3,28,read,0.512602400
double_buffer,fp16;blocks=36;matmul=4096,3,29,read,0.394732900
double_buffer,fp16;blocks=36;matmul=4096,3,30,read,0.511939500
double_buffer,fp16;blocks=36;matmul=4096,3,31,read,0.580026500
double_buffer,fp16;blocks=36;matmul=4096,3,32,read,0.408722300
double_buffer,fp16;blocks=36;matmul=4096,3,33,read,0.498660600
double_buffer,fp16;blocks=36;matmul=4096,3,34,read,0.461648800
double_buffer,fp16;blocks=36;matmul=4096,3,35,read,0.339578300
double_buffer,fp16;blocks=36;matmul=4096,3,0,stage_copy,0.021335900
double_buffer,fp16;blocks=36;matmul=4096,3,1,stage_copy,0.020932100
double_buffer,fp16;blocks=36;matmul=4096,3,2,stage_copy,0.023055000
double_buffer,fp16;blocks=36;matmul=4096,3,3,stage_copy,0.021371300
double_buffer,fp16;blocks=36;matmul=4096,3,4,stage_copy,0.020797000
double_buffer,fp16;blocks=36;matmul=4096,3,5,stage_copy,0.020740000
double_buffer,fp16;blocks=36;matmul=4096,3,6,stage_copy,0.020735600
double_buffer,fp16;blocks=36;matmul=4096,3,7,stage_copy,0.020953300
double_buffer,fp16;blocks=36;matmul=4096,3,8,stage_copy,0.020983400
double_buffer,fp16;blocks=36;matmul=4096,3,9,stage_copy,0.021876400
double_buffer,fp16;blocks=36;matmul=4096,3,10,stage_copy,0.023210400
double_buffer,fp16;blocks=36;matmul=4096,3,11,stage_copy,0.020829600
double_buffer,fp16;blocks=36;matmul=4096,3,12,stage_copy,0.021213500
double_buffer,fp16;blocks=36;matmul=4096,3,13,stage_copy,0.021054600
double_buffer,fp16;blocks=36;matmul=4096,3,14,stage_copy,0.021113000
double_buffer,fp16;blocks=36;matmul=4096,3,15,stage_copy,0.022673200
double_buffer,fp16;blocks=36;matmul=4096,3,16,stage_copy,0.021097300
double_buffer,fp16;blocks=36;matmul=4096,3,17,stage_copy,0.021068000
double_buffer,fp16;blocks=36;matmul=4096,3,18,stage_copy,0.021075800
double_buffer,fp16;blocks=36;matmul=4096,3,19,stage_copy,0.020831200
double_buffer,fp16;blocks=36;matmul=4096,3,20,stage_copy,0.020765600
double_buffer,fp16;blocks=36;matmul=4096,3,21,stage_copy,0.022368700
double_buffer,fp16;blocks=36;matmul=4096,3,22,stage_copy,0.021730700
double_buffer,fp16;blocks=36;matmul=4096,3,23,stage_copy,0.020742900
double_buffer,fp16;blocks=36;matmul=4096,3,24,stage_copy,0.020456800
double_buffer,fp16;blocks=36;matmul=4096,3,25,stage_copy,0.021098100
double_buffer,fp16;blocks=36;matmul=4096,3,26,stage_copy,0.020816500
double_buffer,fp16;blocks=36;matmul=4096,3,27,stage_copy,0.020540300
double_buffer,fp16;blocks=36;matmul=4096,3,28,stage_copy,0.021296400
double_buffer,fp16;blocks=36;matmul=4096,3,29,stage_copy,0.020644200
double_buffer,fp16;blocks=36;matmul=4096,3,30,stage_copy,0.020614600
double_buffer,fp16;blocks=36;matmul=4096,3,31,stage_copy,0.021077200
double_buffer,fp16;blocks=36;matmul=4096,3,32,stage_copy,0.021016600
double_buffer,fp16;blocks=36;matmul=4096,3,33,stage_copy,0.020860900
double_buffer,fp16;blocks=36;matmul=4096,3,34,stage_copy,0.021224100
double_buffer,fp16;blocks=36;matmul=4096,3,35,stage_copy,0.023373200
double_buffer,fp16;blocks=36;matmul=4096,3,0,h2d,0.017286848
double_buffer,fp16;blocks=36;matmul=4096,3,1,h2d,0.017372641
double_buffer,fp16;blocks=36;matmul=4096,3,2,h2d,0.017342913
double_buffer,fp16;blocks=36;matmul=4096,3,3,h2d,0.017430080
double_buffer,fp16;blocks=36;matmul=4096,3,4,h2d,0.017369217
double_buffer,fp16;blocks=36;matmul=4096,3,5,h2d,0.017339264
double_buffer,fp16;blocks=36;matmul=4096,3,6,h2d,0.017302784
double_buffer,fp16;blocks=36;matmul=4096,3,7,h2d,0.017416449
double_buffer,fp16;blocks=36;matmul=4096,3,8,h2d,0.017388992
double_buffer,fp16;blocks=36;matmul=4096,3,9,h2d,0.017422239
double_buffer,fp16;blocks=36;matmul=4096,3,10,h2d,0.017485792
double_buffer,fp16;blocks=36;matmul=4096,3,11,h2d,0.017506752
double_buffer,fp16;blocks=36;matmul=4096,3,12,h2d,0.017425377
double_buffer,fp16;blocks=36;matmul=4096,3,13,h2d,0.017480640
double_buffer,fp16;blocks=36;matmul=4096,3,14,h2d,0.017287935
double_buffer,fp16;blocks=36;matmul=4096,3,15,h2d,0.017397247
double_buffer,fp16;blocks=36;matmul=4096,3,16,h2d,0.017362305
double_buffer,fp16;blocks=36;matmul=4096,3,17,h2d,0.017486273
double_buffer,fp16;blocks=36;matmul=4096,3,18,h2d,0.017344288
double_buffer,fp16;blocks=36;matmul=4096,3,19,h2d,0.017327841
double_buffer,fp16;blocks=36;matmul=4096,3,20,h2d,0.017310047
double_buffer,fp16;blocks=36;matmul=4096,3,21,h2d,0.017376513
double_buffer,fp16;blocks=36;matmul=4096,3,22,h2d,0.017318657
double_buffer,fp16;blocks=36;matmul=4096,3,23,h2d,0.017366625
double_buffer,fp16;blocks=36;matmul=4096,3,24,h2d,0.017344255
double_buffer,fp16;blocks=36;matmul=4096,3,25,h2d,0.017370399
double_buffer,fp16;blocks=36;matmul=4096,3,26,h2d,0.017311392
double_buffer,fp16;blocks=36;matmul=4096,3,27,h2d,0.017380320
double_buffer,fp16;blocks=36;matmul=4096,3,28,h2d,0.017283712
double_buffer,fp16;blocks=36;matmul=4096,3,29,h2d,0.017342272
double_buffer,fp16;blocks=36;matmul=4096,3,30,h2d,0.017384129
double_buffer,fp16;blocks=36;matmul=4096,3,31,h2d,0.017472864
double_buffer,fp16;blocks=36;matmul=4096,3,32,h2d,0.017338432
double_buffer,fp16;blocks=36;matmul=4096,3,33,h2d,0.017362112
double_buffer,fp16;blocks=36;matmul=4096,3,34,h2d,0.017435295
double_buffer,fp16;blocks=36;matmul=4096,3,35,h2d,0.017369921
double_buffer,fp16;blocks=36;matmul=4096,3,0,compute,0.052609024
double_buffer,fp16;blocks=36;matmul=4096,3,1,compute,0.052251648
double_buffer,fp16;blocks=36;matmul=4096,3,2,compute,0.057629696
double_buffer,fp16;blocks=36;matmul=4096,3,3,compute,0.055154690
double_buffer,fp16;blocks=36;matmul=4096,3,4,compute,0.049304577
double_buffer,fp16;blocks=36;matmul=4096,3,5,compute,0.048556030
double_buffer,fp16;blocks=36;matmul=4096,3,6,compute,0.049883137
double_buffer,fp16;blocks=36;matmul=4096,3,7,compute,0.048965633
double_buffer,fp16;blocks=36;matmul=4096,3,8,compute,0.045433857
double_buffer,fp16;blocks=36;matmul=4096,3,9,compute,0.044190720
double_buffer,fp16;blocks=36;matmul=4096,3,10,compute,0.047004673
double_buffer,fp16;blocks=36;matmul=4096,3,11,compute,0.045917183
double_buffer,fp16;blocks=36;matmul=4096,3,12,compute,0.053059586
double_buffer,fp16;blocks=36;matmul=4096,3,13,compute,0.049844223
double_buffer,fp16;blocks=36;matmul=4096,3,14,compute,0.055900162
double_buffer,fp16;blocks=36;matmul=4096,3,15,compute,0.058949631
double_buffer,fp16;blocks=36;matmul=4096,3,16,compute,0.055144447
double_buffer,fp16;blocks=36;matmul=4096,3,17,compute,0.054180862
double_buffer,fp16;blocks=36;matmul=4096,3,18,compute,0.054472706
double_buffer,fp16;blocks=36;matmul=4096,3,19,compute,0.051018753
double_buffer,fp16;blocks=36;matmul=4096,3,20,compute,0.048030720
double_buffer,fp16;blocks=36;matmul=4096,3,21,compute,0.048212994
double_buffer,fp16;blocks=36;matmul=4096,3,22,compute,0.049380352
double_buffer,fp16;blocks=36;matmul=4096,3,23,compute,0.047917057
double_buffer,fp16;blocks=36;matmul=4096,3,24,compute,0.051996674
double_buffer,fp16;blocks=36;matmul=4096,3,25,compute,0.054426624
double_buffer,fp16;blocks=36;matmul=4096,3,26,compute,0.061455360
double_buffer,fp16;blocks=36;matmul=4096,3,27,compute,0.059026432
double_buffer,fp16;blocks=36;matmul=4096,3,28,compute,0.052752384
double_buffer,fp16;blocks=36;matmul=4096,3,29,compute,0.052189182
double_buffer,fp16;blocks=36;matmul=4096,3,30,compute,0.051434498
double_buffer,fp16;blocks=36;matmul=4096,3,31,compute,0.051065857
double_buffer,fp16;blocks=36;matmul=4096,3,32,compute,0.052960255
double_buffer,fp16;blocks=36;matmul=4096,3,33,compute,0.056108032
double_buffer,fp16;blocks=36;matmul=4096,3,34,compute,0.053819393
double_buffer,fp16;blocks=36;matmul=4096,3,35,compute,0.052963329
three_stage,fp16;blocks=36;matmul=4096,1,0,read,0.414678300
three_stage,fp16;blocks=36;matmul=4096,1,1,read,0.582274700
three_stage,fp16;blocks=36;matmul=4096,1,2,read,0.242593400
three_stage,fp16;blocks=36;matmul=4096,1,3,read,0.593222600
three_stage,fp16;blocks=36;matmul=4096,1,4,read,0.146526700
three_stage,fp16;blocks=36;matmul=4096,1,5,read,0.597242600
three_stage,fp16;blocks=36;matmul=4096,1,6,read,0.246835100
three_stage,fp16;blocks=36;matmul=4096,1,7,read,0.576225200
three_stage,fp16;blocks=36;matmul=4096,1,8,read,0.140922100
three_stage,fp16;blocks=36;matmul=4096,1,9,read,0.600278400
three_stage,fp16;blocks=36;matmul=4096,1,10,read,0.252497400
three_stage,fp16;blocks=36;matmul=4096,1,11,read,0.569568600
three_stage,fp16;blocks=36;matmul=4096,1,12,read,0.269135400
three_stage,fp16;blocks=36;matmul=4096,1,13,read,0.607282700
three_stage,fp16;blocks=36;matmul=4096,1,14,read,0.235753300
three_stage,fp16;blocks=36;matmul=4096,1,15,read,0.578730100
three_stage,fp16;blocks=36;matmul=4096,1,16,read,0.504975000
three_stage,fp16;blocks=36;matmul=4096,1,17,read,0.604546900
three_stage,fp16;blocks=36;matmul=4096,1,18,read,0.265161600
three_stage,fp16;blocks=36;matmul=4096,1,19,read,0.565263300
three_stage,fp16;blocks=36;matmul=4096,1,20,read,0.143987600
three_stage,fp16;blocks=36;matmul=4096,1,21,read,0.608031200
three_stage,fp16;blocks=36;matmul=4096,1,22,read,0.242462100
three_stage,fp16;blocks=36;matmul=4096,1,23,read,0.565565500
three_stage,fp16;blocks=36;matmul=4096,1,24,read,0.145256700
three_stage,fp16;blocks=36;matmul=4096,1,25,read,0.613716100
three_stage,fp16;blocks=36;matmul=4096,1,26,read,0.280245400
three_stage,fp16;blocks=36;matmul=4096,1,27,read,0.581434900
three_stage,fp16;blocks=36;matmul=4096,1,28,read,0.511201000
three_stage,fp16;blocks=36;matmul=4096,1,29,read,0.396298100
three_stage,fp16;blocks=36;matmul=4096,1,30,read,0.502346600
three_stage,fp16;blocks=36;matmul=4096,1,31,read,0.575809200
three_stage,fp16;blocks=36;matmul=4096,1,32,read,0.405480000
three_stage,fp16;blocks=36;matmul=4096,1,33,read,0.489990000
three_stage,fp16;blocks=36;matmul=4096,1,34,read,0.463094300
three_stage,fp16;blocks=36;matmul=4096,1,35,read,0.339120500
three_stage,fp16;blocks=36;matmul=4096,1,0,stage_copy,0.023931200
three_stage,fp16;blocks=36;matmul=4096,1,1,stage_copy,0.023617800
three_stage,fp16;blocks=36;matmul=4096,1,2,stage_copy,0.020773100
three_stage,fp16;blocks=36;matmul=4096,1,3,stage_copy,0.021635300
three_stage,fp16;blocks=36;matmul=4096,1,4,stage_copy,0.022526900
three_stage,fp16;blocks=36;matmul=4096,1,5,stage_copy,0.020922800
three_stage,fp16;blocks=36;matmul=4096,1,6,stage_copy,0.021757700
three_stage,fp16;blocks=36;matmul=4096,1,7,stage_copy,0.023718100
three_stage,fp16;blocks=36;matmul=4096,1,8,stage_copy,0.023624500
three_stage,fp16;blocks=36;matmul=4096,1,9,stage_copy,0.021244100
three_stage,fp16;blocks=36;matmul=4096,1,10,stage_copy,0.020663000
three_stage,fp16;blocks=36;matmul=4096,1,11,stage_copy,0.020579200
three_stage,fp16;blocks=36;matmul=4096,1,12,stage_copy,0.020292100
three_stage,fp16;blocks=36;matmul=4096,1,13,stage_copy,0.020747200
three_stage,fp16;blocks=36;matmul=4096,1,14,stage_copy,0.023859800
three_stage,fp16;blocks=36;matmul=4096,1,15,stage_copy,0.020587800
three_stage,fp16;blocks=36;matmul=4096,1,16,stage_copy,0.021622200
three_stage,fp16;blocks=36;matmul=4096,1,17,stage_copy,0.021054800
three_stage,fp16;blocks=36;matmul=4096,1,18,stage_copy,0.020561200
three_stage,fp16;blocks=36;matmul=4096,1,19,stage_copy,0.020667800
three_stage,fp16;blocks=36;matmul=4096,1,20,stage_copy,0.020507200
three_stage,fp16;blocks=36;matmul=4096,1,21,stage_copy,0.022263500
three_stage,fp16;blocks=36;matmul=4096,1,22,stage_copy,0.022005500
three_stage,fp16;blocks=36;matmul=4096,1,23,stage_copy,0.024581100
three_stage,fp16;blocks=36;matmul=4096,1,24,stage_copy,0.020912800
three_stage,fp16;blocks=36;matmul=4096,1,25,stage_copy,0.021208100
three_stage,fp16;blocks=36;matmul=4096,1,26,stage_copy,0.023775400
three_stage,fp16;blocks=36;matmul=4096,1,27,stage_copy,0.021126200
three_stage,fp16;blocks=36;matmul=4096,1,28,stage_copy,0.021180000
three_stage,fp16;blocks=36;matmul=4096,1,29,stage_copy,0.020694700
three_stage,fp16;blocks=36;matmul=4096,1,30,stage_copy,0.020084100
three_stage,fp16;blocks=36;matmul=4096,1,31,stage_copy,0.020550200
three_stage,fp16;blocks=36;matmul=4096,1,32,stage_copy,0.021864100
three_stage,fp16;blocks=36;matmul=4096,1,33,stage_copy,0.020532000
three_stage,fp16;blocks=36;matmul=4096,1,34,stage_copy,0.021416200
three_stage,fp16;blocks=36;matmul=4096,1,35,stage_copy,0.021198000
three_stage,fp16;blocks=36;matmul=4096,1,0,h2d,0.017592575
three_stage,fp16;blocks=36;matmul=4096,1,1,h2d,0.017456961
three_stage,fp16;blocks=36;matmul=4096,1,2,h2d,0.017460863
three_stage,fp16;blocks=36;matmul=4096,1,3,h2d,0.017507360
three_stage,fp16;blocks=36;matmul=4096,1,4,h2d,0.017646080
three_stage,fp16;blocks=36;matmul=4096,1,5,h2d,0.017397440
three_stage,fp16;blocks=36;matmul=4096,1,6,h2d,0.017432224
three_stage,fp16;blocks=36;matmul=4096,1,7,h2d,0.017538784
three_stage,fp16;blocks=36;matmul=4096,1,8,h2d,0.017492001
three_stage,fp16;blocks=36;matmul=4096,1,9,h2d,0.017424192
three_stage,fp16;blocks=36;matmul=4096,1,10,h2d,0.017350368
three_stage,fp16;blocks=36;matmul=4096,1,11,h2d,0.017506208
three_stage,fp16;blocks=36;matmul=4096,1,12,h2d,0.017384031
three_stage,fp16;blocks=36;matmul=4096,1,13,h2d,0.017398016
three_stage,fp16;blocks=36;matmul=4096,1,14,h2d,0.017431295
three_stage,fp16;blocks=36;matmul=4096,1,15,h2d,0.017368769
three_stage,fp16;blocks=36;matmul=4096,1,16,h2d,0.017434689
three_stage,fp16;blocks=36;matmul=4096,1,17,h2d,0.017390976
three_stage,fp16;blocks=36;matmul=4096,1,18,h2d,0.017415712
three_stage,fp16;blocks=36;matmul=4096,1,19,h2d,0.017446239
three_stage,fp16;blocks=36;matmul=4096,1,20,h2d,0.017471840
three_stage,fp16;blocks=36;matmul=4096,1,21,h2d,0.017420000
three_stage,fp16;blocks=36;matmul=4096,1,22,h2d,0.017463200
three_stage,fp16;blocks=36;matmul=4096,1,23,h2d,0.017549055
three_stage,fp16;blocks=36;matmul=4096,1,24,h2d,0.017301664
three_stage,fp16;blocks=36;matmul=4096,1,25,h2d,0.017406080
three_stage,fp16;blocks=36;matmul=4096,1,26,h2d,0.017536896
three_stage,fp16;blocks=36;matmul=4096,1,27,h2d,0.017287136
three_stage,fp16;blocks=36;matmul=4096,1,28,h2d,0.017330400
three_stage,fp16;blocks=36;matmul=4096,1,29,h2d,0.017402657
three_stage,fp16;blocks=36;matmul=4096,1,30,h2d,0.017408159
three_stage,fp16;blocks=36;matmul=4096,1,31,h2d,0.017340927
three_stage,fp16;blocks=36;matmul=4096,1,32,h2d,0.017349377
three_stage,fp16;blocks=36;matmul=4096,1,33,h2d,0.017373505
three_stage,fp16;blocks=36;matmul=4096,1,34,h2d,0.017304384
three_stage,fp16;blocks=36;matmul=4096,1,35,h2d,0.017265921
three_stage,fp16;blocks=36;matmul=4096,1,0,compute,0.041803776
three_stage,fp16;blocks=36;matmul=4096,1,1,compute,0.041864193
three_stage,fp16;blocks=36;matmul=4096,1,2,compute,0.045573120
three_stage,fp16;blocks=36;matmul=4096,1,3,compute,0.046837761
three_stage,fp16;blocks=36;matmul=4096,1,4,compute,0.048245762
three_stage,fp16;blocks=36;matmul=4096,1,5,compute,0.049848320
three_stage,fp16;blocks=36;matmul=4096,1,6,compute,0.058115070
three_stage,fp16;blocks=36;matmul=4096,1,7,compute,0.056011776
three_stage,fp16;blocks=36;matmul=4096,1,8,compute,0.046944256
three_stage,fp16;blocks=36;matmul=4096,1,9,compute,0.044871681
three_stage,fp16;blocks=36;matmul=4096,1,10,compute,0.044375038
three_stage,fp16;blocks=36;matmul=4096,1,11,compute,0.046001152
three_stage,fp16;blocks=36;matmul=4096,1,12,compute,0.051167233
three_stage,fp16;blocks=36;matmul=4096,1,13,compute,0.050824192
three_stage,fp16;blocks=36;matmul=4096,1,14,compute,0.054885376
three_stage,fp16;blocks=36;matmul=4096,1,15,compute,0.060832767
three_stage,fp16;blocks=36;matmul=4096,1,16,compute,0.053697536
three_stage,fp16;blocks=36;matmul=4096,1,17,compute,0.053032959
three_stage,fp16;blocks=36;matmul=4096,1,18,compute,0.052732929
three_stage,fp16;blocks=36;matmul=4096,1,19,compute,0.051734528
three_stage,fp16;blocks=36;matmul=4096,1,20,compute,0.044656639
three_stage,fp16;blocks=36;matmul=4096,1,21,compute,0.043710464
three_stage,fp16;blocks=36;matmul=4096,1,22,compute,0.045051903
three_stage,fp16;blocks=36;matmul=4096,1,23,compute,0.044261375
three_stage,fp16;blocks=36;matmul=4096,1,24,compute,0.049182720
three_stage,fp16;blocks=36;matmul=4096,1,25,compute,0.050175999
three_stage,fp16;blocks=36;matmul=4096,1,26,compute,0.052081665
three_stage,fp16;blocks=36;matmul=4096,1,27,compute,0.060362751
three_stage,fp16;blocks=36;matmul=4096,1,28,compute,0.052783104
three_stage,fp16;blocks=36;matmul=4096,1,29,compute,0.054784000
three_stage,fp16;blocks=36;matmul=4096,1,30,compute,0.052318207
three_stage,fp16;blocks=36;matmul=4096,1,31,compute,0.051580929
three_stage,fp16;blocks=36;matmul=4096,1,32,compute,0.048794624
three_stage,fp16;blocks=36;matmul=4096,1,33,compute,0.051781631
three_stage,fp16;blocks=36;matmul=4096,1,34,compute,0.051112961
three_stage,fp16;blocks=36;matmul=4096,1,35,compute,0.049865726
three_stage,fp16;blocks=36;matmul=4096,2,0,read,0.406053700
three_stage,fp16;blocks=36;matmul=4096,2,1,read,0.584288500
three_stage,fp16;blocks=36;matmul=4096,2,2,read,0.240712300
three_stage,fp16;blocks=36;matmul=4096,2,3,read,0.578265100
three_stage,fp16;blocks=36;matmul=4096,2,4,read,0.156214500
three_stage,fp16;blocks=36;matmul=4096,2,5,read,0.593566300
three_stage,fp16;blocks=36;matmul=4096,2,6,read,0.247519700
three_stage,fp16;blocks=36;matmul=4096,2,7,read,0.562774500
three_stage,fp16;blocks=36;matmul=4096,2,8,read,0.142551600
three_stage,fp16;blocks=36;matmul=4096,2,9,read,0.600657300
three_stage,fp16;blocks=36;matmul=4096,2,10,read,0.260335100
three_stage,fp16;blocks=36;matmul=4096,2,11,read,0.567070500
three_stage,fp16;blocks=36;matmul=4096,2,12,read,0.288842300
three_stage,fp16;blocks=36;matmul=4096,2,13,read,0.605776500
three_stage,fp16;blocks=36;matmul=4096,2,14,read,0.246291200
three_stage,fp16;blocks=36;matmul=4096,2,15,read,0.563439900
three_stage,fp16;blocks=36;matmul=4096,2,16,read,0.505366700
three_stage,fp16;blocks=36;matmul=4096,2,17,read,0.603880600
three_stage,fp16;blocks=36;matmul=4096,2,18,read,0.252103600
three_stage,fp16;blocks=36;matmul=4096,2,19,read,0.560321400
three_stage,fp16;blocks=36;matmul=4096,2,20,read,0.144554000
three_stage,fp16;blocks=36;matmul=4096,2,21,read,0.611593700
three_stage,fp16;blocks=36;matmul=4096,2,22,read,0.251154400
three_stage,fp16;blocks=36;matmul=4096,2,23,read,0.577321100
three_stage,fp16;blocks=36;matmul=4096,2,24,read,0.142957400
three_stage,fp16;blocks=36;matmul=4096,2,25,read,0.603960500
three_stage,fp16;blocks=36;matmul=4096,2,26,read,0.255784700
three_stage,fp16;blocks=36;matmul=4096,2,27,read,0.565778400
three_stage,fp16;blocks=36;matmul=4096,2,28,read,0.511514400
three_stage,fp16;blocks=36;matmul=4096,2,29,read,0.397770700
three_stage,fp16;blocks=36;matmul=4096,2,30,read,0.496971200
three_stage,fp16;blocks=36;matmul=4096,2,31,read,0.588775000
three_stage,fp16;blocks=36;matmul=4096,2,32,read,0.417351100
three_stage,fp16;blocks=36;matmul=4096,2,33,read,0.501490800
three_stage,fp16;blocks=36;matmul=4096,2,34,read,0.461557700
three_stage,fp16;blocks=36;matmul=4096,2,35,read,0.328991200
three_stage,fp16;blocks=36;matmul=4096,2,0,stage_copy,0.020504000
three_stage,fp16;blocks=36;matmul=4096,2,1,stage_copy,0.020671600
three_stage,fp16;blocks=36;matmul=4096,2,2,stage_copy,0.025030500
three_stage,fp16;blocks=36;matmul=4096,2,3,stage_copy,0.025771000
three_stage,fp16;blocks=36;matmul=4096,2,4,stage_copy,0.021370000
three_stage,fp16;blocks=36;matmul=4096,2,5,stage_copy,0.020722400
three_stage,fp16;blocks=36;matmul=4096,2,6,stage_copy,0.023451600
three_stage,fp16;blocks=36;matmul=4096,2,7,stage_copy,0.021257400
three_stage,fp16;blocks=36;matmul=4096,2,8,stage_copy,0.021104700
three_stage,fp16;blocks=36;matmul=4096,2,9,stage_copy,0.023522700
three_stage,fp16;blocks=36;matmul=4096,2,10,stage_copy,0.020993400
three_stage,fp16;blocks=36;matmul=4096,2,11,stage_copy,0.020970700
three_stage,fp16;blocks=36;matmul=4096,2,12,stage_copy,0.021004400
three_stage,fp16;blocks=36;matmul=4096,2,13,stage_copy,0.020019400
three_stage,fp16;blocks=36;matmul=4096,2,14,stage_copy,0.021066700
three_stage,fp16;blocks=36;matmul=4096,2,15,stage_copy,0.021041100
three_stage,fp16;blocks=36;matmul=4096,2,16,stage_copy,0.022063100
three_stage,fp16;blocks=36;matmul=4096,2,17,stage_copy,0.020502000
three_stage,fp16;blocks=36;matmul=4096,2,18,stage_copy,0.020867500
three_stage,fp16;blocks=36;matmul=4096,2,19,stage_copy,0.020671900
three_stage,fp16;blocks=36;matmul=4096,2,20,stage_copy,0.020494600
three_stage,fp16;blocks=36;matmul=4096,2,21,stage_copy,0.021927900
three_stage,fp16;blocks=36;matmul=4096,2,22,stage_copy,0.020702200
three_stage,fp16;blocks=36;matmul=4096,2,23,stage_copy,0.020678100
three_stage,fp16;blocks=36;matmul=4096,2,24,stage_copy,0.020545000
three_stage,fp16;blocks=36;matmul=4096,2,25,stage_copy,0.021160000
three_stage,fp16;blocks=36;matmul=4096,2,26,stage_copy,0.020819200
three_stage,fp16;blocks=36;matmul=4096,2,27,stage_copy,0.024095200
three_stage,fp16;blocks=36;matmul=4096,2,28,stage_copy,0.020355000
three_stage,fp16;blocks=36;matmul=4096,2,29,stage_copy,0.020766200
three_stage,fp16;blocks=36;matmul=4096,2,30,stage_copy,0.021365900
three_stage,fp16;blocks=36;matmul=4096,2,31,stage_copy,0.021514000
three_stage,fp16;blocks=36;matmul=4096,2,32,stage_copy,0.021442600
three_stage,fp16;blocks=36;matmul=4096,2,33,stage_copy,0.020739100
three_stage,fp16;blocks=36;matmul=4096,2,34,stage_copy,0.022492600
three_stage,fp16;blocks=36;matmul=4096,2,35,stage_copy,0.020528000
three_stage,fp16;blocks=36;matmul=4096,2,0,h2d,0.017307264
three_stage,fp16;blocks=36;matmul=4096,2,1,h2d,0.017442720
three_stage,fp16;blocks=36;matmul=4096,2,2,h2d,0.017729153
three_stage,fp16;blocks=36;matmul=4096,2,3,h2d,0.017911232
three_stage,fp16;blocks=36;matmul=4096,2,4,h2d,0.017364223
three_stage,fp16;blocks=36;matmul=4096,2,5,h2d,0.017515713
three_stage,fp16;blocks=36;matmul=4096,2,6,h2d,0.017481440
three_stage,fp16;blocks=36;matmul=4096,2,7,h2d,0.017413759
three_stage,fp16;blocks=36;matmul=4096,2,8,h2d,0.017434464
three_stage,fp16;blocks=36;matmul=4096,2,9,h2d,0.017377377
three_stage,fp16;blocks=36;matmul=4096,2,10,h2d,0.017292543
three_stage,fp16;blocks=36;matmul=4096,2,11,h2d,0.017338432
three_stage,fp16;blocks=36;matmul=4096,2,12,h2d,0.017569857
