variant,block_label,repetition,block,stage,seconds
three_stage,fp16;blocks=36;matmul=4096,1,25,h2d,0.017339392
three_stage,fp16;blocks=36;matmul=4096,1,26,h2d,0.017326271
three_stage,fp16;blocks=36;matmul=4096,1,27,h2d,0.017351007
three_stage,fp16;blocks=36;matmul=4096,1,28,h2d,0.017388544
three_stage,fp16;blocks=36;matmul=4096,1,29,h2d,0.017359776
three_stage,fp16;blocks=36;matmul=4096,1,30,h2d,0.017476641
three_stage,fp16;blocks=36;matmul=4096,1,31,h2d,0.017460833
three_stage,fp16;blocks=36;matmul=4096,1,32,h2d,0.017333729
three_stage,fp16;blocks=36;matmul=4096,1,33,h2d,0.017515167
three_stage,fp16;blocks=36;matmul=4096,1,34,h2d,0.017364960
three_stage,fp16;blocks=36;matmul=4096,1,35,h2d,0.017282593
three_stage,fp16;blocks=36;matmul=4096,1,0,compute,0.044805119
three_stage,fp16;blocks=36;matmul=4096,1,1,compute,0.045613056
three_stage,fp16;blocks=36;matmul=4096,1,2,compute,0.052810753
three_stage,fp16;blocks=36;matmul=4096,1,3,compute,0.055049217
three_stage,fp16;blocks=36;matmul=4096,1,4,compute,0.045747200
three_stage,fp16;blocks=36;matmul=4096,1,5,compute,0.045185024
three_stage,fp16;blocks=36;matmul=4096,1,6,compute,0.045571072
three_stage,fp16;blocks=36;matmul=4096,1,7,compute,0.044260353
three_stage,fp16;blocks=36;matmul=4096,1,8,compute,0.046909439
three_stage,fp16;blocks=36;matmul=4096,1,9,compute,0.049452030
three_stage,fp16;blocks=36;matmul=4096,1,10,compute,0.054265858
three_stage,fp16;blocks=36;matmul=4096,1,11,compute,0.053563393
three_stage,fp16;blocks=36;matmul=4096,1,12,compute,0.050259968
three_stage,fp16;blocks=36;matmul=4096,1,13,compute,0.052927486
three_stage,fp16;blocks=36;matmul=4096,1,14,compute,0.050835457
three_stage,fp16;blocks=36;matmul=4096,1,15,compute,0.056651775
three_stage,fp16;blocks=36;matmul=4096,1,16,compute,0.053383167
three_stage,fp16;blocks=36;matmul=4096,1,17,compute,0.055236607
three_stage,fp16;blocks=36;matmul=4096,1,18,compute,0.049756161
three_stage,fp16;blocks=36;matmul=4096,1,19,compute,0.049637375
three_stage,fp16;blocks=36;matmul=4096,1,20,compute,0.049670143
three_stage,fp16;blocks=36;matmul=4096,1,21,compute,0.050436096
three_stage,fp16;blocks=36;matmul=4096,1,22,compute,0.054168575
three_stage,fp16;blocks=36;matmul=4096,1,23,compute,0.054505470
three_stage,fp16;blocks=36;matmul=4096,1,24,compute,0.049763329
three_stage,fp16;blocks=36;matmul=4096,1,25,compute,0.051618816
three_stage,fp16;blocks=36;matmul=4096,1,26,compute,0.052024319
three_stage,fp16;blocks=36;matmul=4096,1,27,compute,0.055189503
three_stage,fp16;blocks=36;matmul=4096,1,28,compute,0.052576256
three_stage,fp16;blocks=36;matmul=4096,1,29,compute,0.054288383
three_stage,fp16;blocks=36;matmul=4096,1,30,compute,0.051002369
three_stage,fp16;blocks=36;matmul=4096,1,31,compute,0.051026943
three_stage,fp16;blocks=36;matmul=4096,1,32,compute,0.054895615
three_stage,fp16;blocks=36;matmul=4096,1,33,compute,0.057631744
three_stage,fp16;blocks=36;matmul=4096,1,34,compute,0.051850239
three_stage,fp16;blocks=36;matmul=4096,1,35,compute,0.054385666
three_stage,fp16;blocks=36;matmul=4096,2,0,read,0.411186200
three_stage,fp16;blocks=36;matmul=4096,2,1,read,0.601423100
three_stage,fp16;blocks=36;matmul=4096,2,2,read,0.261844500
three_stage,fp16;blocks=36;matmul=4096,2,3,read,0.573582100
three_stage,fp16;blocks=36;matmul=4096,2,4,read,0.147309900
three_stage,fp16;blocks=36;matmul=4096,2,5,read,0.611968200
three_stage,fp16;blocks=36;matmul=4096,2,6,read,0.254492800
three_stage,fp16;blocks=36;matmul=4096,2,7,read,0.568552200
three_stage,fp16;blocks=36;matmul=4096,2,8,read,0.148952900
three_stage,fp16;blocks=36;matmul=4096,2,9,read,0.627406500
three_stage,fp16;blocks=36;matmul=4096,2,10,read,0.263490700
three_stage,fp16;blocks=36;matmul=4096,2,11,read,0.582582800
three_stage,fp16;blocks=36;matmul=4096,2,12,read,0.276661400
three_stage,fp16;blocks=36;matmul=4096,2,13,read,0.613035600
three_stage,fp16;blocks=36;matmul=4096,2,14,read,0.257421000
three_stage,fp16;blocks=36;matmul=4096,2,15,read,0.584114300
three_stage,fp16;blocks=36;matmul=4096,2,16,read,0.505938200
three_stage,fp16;blocks=36;matmul=4096,2,17,read,0.604655500
three_stage,fp16;blocks=36;matmul=4096,2,18,read,0.256918600
three_stage,fp16;blocks=36;matmul=4096,2,19,read,0.576023000
three_stage,fp16;blocks=36;matmul=4096,2,20,read,0.147942600
three_stage,fp16;blocks=36;matmul=4096,2,21,read,0.603599000
three_stage,fp16;blocks=36;matmul=4096,2,22,read,0.268134800
three_stage,fp16;blocks=36;matmul=4096,2,23,read,0.569395600
three_stage,fp16;blocks=36;matmul=4096,2,24,read,0.151159100
three_stage,fp16;blocks=36;matmul=4096,2,25,read,0.602774200
three_stage,fp16;blocks=36;matmul=4096,2,26,read,0.258452100
three_stage,fp16;blocks=36;matmul=4096,2,27,read,0.566904500
three_stage,fp16;blocks=36;matmul=4096,2,28,read,0.518229500
three_stage,fp16;blocks=36;matmul=4096,2,29,read,0.404258000
three_stage,fp16;blocks=36;matmul=4096,2,30,read,0.506656900
three_stage,fp16;blocks=36;matmul=4096,2,31,read,0.595047400
three_stage,fp16;blocks=36;matmul=4096,2,32,read,0.435500300
three_stage,fp16;blocks=36;matmul=4096,2,33,read,0.509789200
three_stage,fp16;blocks=36;matmul=4096,2,34,read,0.468755900
three_stage,fp16;blocks=36;matmul=4096,2,35,read,0.344371500
three_stage,fp16;blocks=36;matmul=4096,2,0,stage_copy,0.021919300
three_stage,fp16;blocks=36;matmul=4096,2,1,stage_copy,0.021610600
three_stage,fp16;blocks=36;matmul=4096,2,2,stage_copy,0.021640400
three_stage,fp16;blocks=36;matmul=4096,2,3,stage_copy,0.021892900
three_stage,fp16;blocks=36;matmul=4096,2,4,stage_copy,0.021286100
three_stage,fp16;blocks=36;matmul=4096,2,5,stage_copy,0.021621800
three_stage,fp16;blocks=36;matmul=4096,2,6,stage_copy,0.021289800
three_stage,fp16;blocks=36;matmul=4096,2,7,stage_copy,0.021373700
three_stage,fp16;blocks=36;matmul=4096,2,8,stage_copy,0.024424300
three_stage,fp16;blocks=36;matmul=4096,2,9,stage_copy,0.021628200
three_stage,fp16;blocks=36;matmul=4096,2,10,stage_copy,0.021511100
three_stage,fp16;blocks=36;matmul=4096,2,11,stage_copy,0.021332900
three_stage,fp16;blocks=36;matmul=4096,2,12,stage_copy,0.020844800
three_stage,fp16;blocks=36;matmul=4096,2,13,stage_copy,0.021221600
three_stage,fp16;blocks=36;matmul=4096,2,14,stage_copy,0.022417300
three_stage,fp16;blocks=36;matmul=4096,2,15,stage_copy,0.020914900
three_stage,fp16;blocks=36;matmul=4096,2,16,stage_copy,0.020869800
three_stage,fp16;blocks=36;matmul=4096,2,17,stage_copy,0.023072300
three_stage,fp16;blocks=36;matmul=4096,2,18,stage_copy,0.030516800
three_stage,fp16;blocks=36;matmul=4096,2,19,stage_copy,0.021591800
three_stage,fp16;blocks=36;matmul=4096,2,20,stage_copy,0.021764200
three_stage,fp16;blocks=36;matmul=4096,2,21,stage_copy,0.020982900
three_stage,fp16;blocks=36;matmul=4096,2,22,stage_copy,0.021595000
three_stage,fp16;blocks=36;matmul=4096,2,23,stage_copy,0.021864100
three_stage,fp16;blocks=36;matmul=4096,2,24,stage_copy,0.021358800
three_stage,fp16;blocks=36;matmul=4096,2,25,stage_copy,0.021368200
three_stage,fp16;blocks=36;matmul=4096,2,26,stage_copy,0.021558400
three_stage,fp16;blocks=36;matmul=4096,2,27,stage_copy,0.020955700
three_stage,fp16;blocks=36;matmul=4096,2,28,stage_copy,0.022108200
three_stage,fp16;blocks=36;matmul=4096,2,29,stage_copy,0.021627400
three_stage,fp16;blocks=36;matmul=4096,2,30,stage_copy,0.020848300
three_stage,fp16;blocks=36;matmul=4096,2,31,stage_copy,0.020869400
three_stage,fp16;blocks=36;matmul=4096,2,32,stage_copy,0.021044600
three_stage,fp16;blocks=36;matmul=4096,2,33,stage_copy,0.020758900
three_stage,fp16;blocks=36;matmul=4096,2,34,stage_copy,0.021417800
three_stage,fp16;blocks=36;matmul=4096,2,35,stage_copy,0.022824000
three_stage,fp16;blocks=36;matmul=4096,2,0,h2d,0.017350176
three_stage,fp16;blocks=36;matmul=4096,2,1,h2d,0.017498720
three_stage,fp16;blocks=36;matmul=4096,2,2,h2d,0.017359713
three_stage,fp16;blocks=36;matmul=4096,2,3,h2d,0.017395905
three_stage,fp16;blocks=36;matmul=4096,2,4,h2d,0.017476801
three_stage,fp16;blocks=36;matmul=4096,2,5,h2d,0.017503168
three_stage,fp16;blocks=36;matmul=4096,2,6,h2d,0.017335232
three_stage,fp16;blocks=36;matmul=4096,2,7,h2d,0.017402176
three_stage,fp16;blocks=36;matmul=4096,2,8,h2d,0.017923231
three_stage,fp16;blocks=36;matmul=4096,2,9,h2d,0.017417376
three_stage,fp16;blocks=36;matmul=4096,2,10,h2d,0.017382528
three_stage,fp16;blocks=36;matmul=4096,2,11,h2d,0.017516159
three_stage,fp16;blocks=36;matmul=4096,2,12,h2d,0.017365025
three_stage,fp16;blocks=36;matmul=4096,2,13,h2d,0.017422688
three_stage,fp16;blocks=36;matmul=4096,2,14,h2d,0.017390112
three_stage,fp16;blocks=36;matmul=4096,2,15,h2d,0.017377504
three_stage,fp16;blocks=36;matmul=4096,2,16,h2d,0.017398560
three_stage,fp16;blocks=36;matmul=4096,2,17,h2d,0.017344000
three_stage,fp16;blocks=36;matmul=4096,2,18,h2d,0.017547487
three_stage,fp16;blocks=36;matmul=4096,2,19,h2d,0.017315552
three_stage,fp16;blocks=36;matmul=4096,2,20,h2d,0.017324608
three_stage,fp16;blocks=36;matmul=4096,2,21,h2d,0.017419008
three_stage,fp16;blocks=36;matmul=4096,2,22,h2d,0.017434528
three_stage,fp16;blocks=36;matmul=4096,2,23,h2d,0.017363808
three_stage,fp16;blocks=36;matmul=4096,2,24,h2d,0.017393921
three_stage,fp16;blocks=36;matmul=4096,2,25,h2d,0.017392639
three_stage,fp16;blocks=36;matmul=4096,2,26,h2d,0.017379999
three_stage,fp16;blocks=36;matmul=4096,2,27,h2d,0.017300480
three_stage,fp16;blocks=36;matmul=4096,2,28,h2d,0.017490911
three_stage,fp16;blocks=36;matmul=4096,2,29,h2d,0.017300097
three_stage,fp16;blocks=36;matmul=4096,2,30,h2d,0.017303936
three_stage,fp16;blocks=36;matmul=4096,2,31,h2d,0.017388832
three_stage,fp16;blocks=36;matmul=4096,2,32,h2d,0.017447744
three_stage,fp16;blocks=36;matmul=4096,2,33,h2d,0.017336096
three_stage,fp16;blocks=36;matmul=4096,2,34,h2d,0.017308737
three_stage,fp16;blocks=36;matmul=4096,2,35,h2d,0.017251553
three_stage,fp16;blocks=36;matmul=4096,2,0,compute,0.042764290
three_stage,fp16;blocks=36;matmul=4096,2,1,compute,0.041640961
three_stage,fp16;blocks=36;matmul=4096,2,2,compute,0.046951424
three_stage,fp16;blocks=36;matmul=4096,2,3,compute,0.046453758
three_stage,fp16;blocks=36;matmul=4096,2,4,compute,0.052791294
three_stage,fp16;blocks=36;matmul=4096,2,5,compute,0.049278976
three_stage,fp16;blocks=36;matmul=4096,2,6,compute,0.056348671
three_stage,fp16;blocks=36;matmul=4096,2,7,compute,0.056857601
three_stage,fp16;blocks=36;matmul=4096,2,8,compute,0.046910465
three_stage,fp16;blocks=36;matmul=4096,2,9,compute,0.046783489
three_stage,fp16;blocks=36;matmul=4096,2,10,compute,0.046183426
three_stage,fp16;blocks=36;matmul=4096,2,11,compute,0.047221760
three_stage,fp16;blocks=36;matmul=4096,2,12,compute,0.053029888
three_stage,fp16;blocks=36;matmul=4096,2,13,compute,0.052328449
three_stage,fp16;blocks=36;matmul=4096,2,14,compute,0.055416832
three_stage,fp16;blocks=36;matmul=4096,2,15,compute,0.055193600
three_stage,fp16;blocks=36;matmul=4096,2,16,compute,0.052508671
three_stage,fp16;blocks=36;matmul=4096,2,17,compute,0.053340160
three_stage,fp16;blocks=36;matmul=4096,2,18,compute,0.050398209
three_stage,fp16;blocks=36;matmul=4096,2,19,compute,0.051304447
three_stage,fp16;blocks=36;matmul=4096,2,20,compute,0.055169025
three_stage,fp16;blocks=36;matmul=4096,2,21,compute,0.052214783
three_stage,fp16;blocks=36;matmul=4096,2,22,compute,0.052146175
three_stage,fp16;blocks=36;matmul=4096,2,23,compute,0.049104897
three_stage,fp16;blocks=36;matmul=4096,2,24,compute,0.049896446
three_stage,fp16;blocks=36;matmul=4096,2,25,compute,0.049634304
three_stage,fp16;blocks=36;matmul=4096,2,26,compute,0.045838337
three_stage,fp16;blocks=36;matmul=4096,2,27,compute,0.053519360
three_stage,fp16;blocks=36;matmul=4096,2,28,compute,0.051537922
three_stage,fp16;blocks=36;matmul=4096,2,29,compute,0.050350079
three_stage,fp16;blocks=36;matmul=4096,2,30,compute,0.052782082
three_stage,fp16;blocks=36;matmul=4096,2,31,compute,0.055236607
three_stage,fp16;blocks=36;matmul=4096,2,32,compute,0.051639297
three_stage,fp16;blocks=36;matmul=4096,2,33,compute,0.050114559
three_stage,fp16;blocks=36;matmul=4096,2,34,compute,0.050381824
three_stage,fp16;blocks=36;matmul=4096,2,35,compute,0.050028545
sync,fp16;blocks=36;matmul=4096,1,0,read,0.430272500
sync,fp16;blocks=36;matmul=4096,1,1,read,0.584395000
sync,fp16;blocks=36;matmul=4096,1,2,read,0.256157300
sync,fp16;blocks=36;matmul=4096,1,3,read,0.577615100
sync,fp16;blocks=36;matmul=4096,1,4,read,0.148794200
sync,fp16;blocks=36;matmul=4096,1,5,read,0.594936100
sync,fp16;blocks=36;matmul=4096,1,6,read,0.256490000
sync,fp16;blocks=36;matmul=4096,1,7,read,0.575499700
sync,fp16;blocks=36;matmul=4096,1,8,read,0.145691700
sync,fp16;blocks=36;matmul=4096,1,9,read,0.602254200
sync,fp16;blocks=36;matmul=4096,1,10,read,0.242918000
sync,fp16;blocks=36;matmul=4096,1,11,read,0.566907400
sync,fp16;blocks=36;matmul=4096,1,12,read,0.292326600
sync,fp16;blocks=36;matmul=4096,1,13,read,0.605814900
sync,fp16;blocks=36;matmul=4096,1,14,read,0.254324200
sync,fp16;blocks=36;matmul=4096,1,15,read,0.574700200
sync,fp16;blocks=36;matmul=4096,1,16,read,0.503586300
sync,fp16;blocks=36;matmul=4096,1,17,read,0.608859600
sync,fp16;blocks=36;matmul=4096,1,18,read,0.250214900
sync,fp16;blocks=36;matmul=4096,1,19,read,0.563069100
sync,fp16;blocks=36;matmul=4096,1,20,read,0.149150400
sync,fp16;blocks=36;matmul=4096,1,21,read,0.605482200
sync,fp16;blocks=36;matmul=4096,1,22,read,0.259132500
sync,fp16;blocks=36;matmul=4096,1,23,read,0.584013400
sync,fp16;blocks=36;matmul=4096,1,24,read,0.148317900
sync,fp16;blocks=36;matmul=4096,1,25,read,0.604870200
sync,fp16;blocks=36;matmul=4096,1,26,read,0.243699100
sync,fp16;blocks=36;matmul=4096,1,27,read,0.571279000
sync,fp16;blocks=36;matmul=4096,1,28,read,0.512479600
sync,fp16;blocks=36;matmul=4096,1,29,read,0.396053500
sync,fp16;blocks=36;matmul=4096,1,30,read,0.509297000
sync,fp16;blocks=36;matmul=4096,1,31,read,0.596491700
sync,fp16;blocks=36;matmul=4096,1,32,read,0.407484300
sync,fp16;blocks=36;matmul=4096,1,33,read,0.488430900
sync,fp16;blocks=36;matmul=4096,1,34,read,0.466352100
sync,fp16;blocks=36;matmul=4096,1,35,read,0.339888700
sync,fp16;blocks=36;matmul=4096,1,0,stage_copy,0.021710900
sync,fp16;blocks=36;matmul=4096,1,1,stage_copy,0.021795900
sync,fp16;blocks=36;matmul=4096,1,2,stage_copy,0.023140700
sync,fp16;blocks=36;matmul=4096,1,3,stage_copy,0.021252900
sync,fp16;blocks=36;matmul=4096,1,4,stage_copy,0.029570200
sync,fp16;blocks=36;matmul=4096,1,5,stage_copy,0.020852000
sync,fp16;blocks=36;matmul=4096,1,6,stage_copy,0.021692600
sync,fp16;blocks=36;matmul=4096,1,7,stage_copy,0.024734500
sync,fp16;blocks=36;matmul=4096,1,8,stage_copy,0.021174700
sync,fp16;blocks=36;matmul=4096,1,9,stage_copy,0.022225000
sync,fp16;blocks=36;matmul=4096,1,10,stage_copy,0.021831800
sync,fp16;blocks=36;matmul=4096,1,11,stage_copy,0.020605500
sync,fp16;blocks=36;matmul=4096,1,12,stage_copy,0.022679500
sync,fp16;blocks=36;matmul=4096,1,13,stage_copy,0.021432600
sync,fp16;blocks=36;matmul=4096,1,14,stage_copy,0.021371200
sync,fp16;blocks=36;matmul=4096,1,15,stage_copy,0.020672000
sync,fp16;blocks=36;matmul=4096,1,16,stage_copy,0.021943800
sync,fp16;blocks=36;matmul=4096,1,17,stage_copy,0.020892200
sync,fp16;blocks=36;matmul=4096,1,18,stage_copy,0.020755100
sync,fp16;blocks=36;matmul=4096,1,19,stage_copy,0.021734300
sync,fp16;blocks=36;matmul=4096,1,20,stage_copy,0.021356500
sync,fp16;blocks=36;matmul=4096,1,21,stage_copy,0.021022100
sync,fp16;blocks=36;matmul=4096,1,22,stage_copy,0.022338500
sync,fp16;blocks=36;matmul=4096,1,23,stage_copy,0.021546700
sync,fp16;blocks=36;matmul=4096,1,24,stage_copy,0.021956100
sync,fp16;blocks=36;matmul=4096,1,25,stage_copy,0.023258200
sync,fp16;blocks=36;matmul=4096,1,26,stage_copy,0.022154400
sync,fp16;blocks=36;matmul=4096,1,27,stage_copy,0.020997000
sync,fp16;blocks=36;matmul=4096,1,28,stage_copy,0.021018700
sync,fp16;blocks=36;matmul=4096,1,29,stage_copy,0.020978700
sync,fp16;blocks=36;matmul=4096,1,30,stage_copy,0.020470800
sync,fp16;blocks=36;matmul=4096,1,31,stage_copy,0.020529700
sync,fp16;blocks=36;matmul=4096,1,32,stage_copy,0.020260500
sync,fp16;blocks=36;matmul=4096,1,33,stage_copy,0.020565500
sync,fp16;blocks=36;matmul=4096,1,34,stage_copy,0.020540200
sync,fp16;blocks=36;matmul=4096,1,35,stage_copy,0.021840000
sync,fp16;blocks=36;matmul=4096,1,0,h2d,0.014947328
sync,fp16;blocks=36;matmul=4096,1,1,h2d,0.014896544
sync,fp16;blocks=36;matmul=4096,1,2,h2d,0.014928960
sync,fp16;blocks=36;matmul=4096,1,3,h2d,0.014880416
sync,fp16;blocks=36;matmul=4096,1,4,h2d,0.015048960
sync,fp16;blocks=36;matmul=4096,1,5,h2d,0.014920096
sync,fp16;blocks=36;matmul=4096,1,6,h2d,0.014973024
sync,fp16;blocks=36;matmul=4096,1,7,h2d,0.014985184
sync,fp16;blocks=36;matmul=4096,1,8,h2d,0.014890400
sync,fp16;blocks=36;matmul=4096,1,9,h2d,0.014995744
sync,fp16;blocks=36;matmul=4096,1,10,h2d,0.014905248
sync,fp16;blocks=36;matmul=4096,1,11,h2d,0.015027616
sync,fp16;blocks=36;matmul=4096,1,12,h2d,0.015136960
sync,fp16;blocks=36;matmul=4096,1,13,h2d,0.015675616
sync,fp16;blocks=36;matmul=4096,1,14,h2d,0.015733760
sync,fp16;blocks=36;matmul=4096,1,15,h2d,0.017283009
sync,fp16;blocks=36;matmul=4096,1,16,h2d,0.017420481
sync,fp16;blocks=36;matmul=4096,1,17,h2d,0.017310335
sync,fp16;blocks=36;matmul=4096,1,18,h2d,0.017336384
sync,fp16;blocks=36;matmul=4096,1,19,h2d,0.017327969
sync,fp16;blocks=36;matmul=4096,1,20,h2d,0.017343424
sync,fp16;blocks=36;matmul=4096,1,21,h2d,0.017403360
sync,fp16;blocks=36;matmul=4096,1,22,h2d,0.017322657
sync,fp16;blocks=36;matmul=4096,1,23,h2d,0.017290688
sync,fp16;blocks=36;matmul=4096,1,24,h2d,0.017493729
sync,fp16;blocks=36;matmul=4096,1,25,h2d,0.017434401
sync,fp16;blocks=36;matmul=4096,1,26,h2d,0.017328224
sync,fp16;blocks=36;matmul=4096,1,27,h2d,0.017336096
sync,fp16;blocks=36;matmul=4096,1,28,h2d,0.017291807
sync,fp16;blocks=36;matmul=4096,1,29,h2d,0.017315041
sync,fp16;blocks=36;matmul=4096,1,30,h2d,0.017278273
sync,fp16;blocks=36;matmul=4096,1,31,h2d,0.057817886
sync,fp16;blocks=36;matmul=4096,1,32,h2d,0.014862944
sync,fp16;blocks=36;matmul=4096,1,33,h2d,0.014933376
sync,fp16;blocks=36;matmul=4096,1,34,h2d,0.014905280
sync,fp16;blocks=36;matmul=4096,1,35,h2d,0.015001600
sync,fp16;blocks=36;matmul=4096,1,0,compute,0.099610657
sync,fp16;blocks=36;matmul=4096,1,1,compute,0.017786207
sync,fp16;blocks=36;matmul=4096,1,2,compute,0.016672544
sync,fp16;blocks=36;matmul=4096,1,3,compute,0.016288544
sync,fp16;blocks=36;matmul=4096,1,4,compute,0.016963585
sync,fp16;blocks=36;matmul=4096,1,5,compute,0.017988031
sync,fp16;blocks=36;matmul=4096,1,6,compute,0.016506784
sync,fp16;blocks=36;matmul=4096,1,7,compute,0.018545248
sync,fp16;blocks=36;matmul=4096,1,8,compute,0.016744513
sync,fp16;blocks=36;matmul=4096,1,9,compute,0.017852768
sync,fp16;blocks=36;matmul=4096,1,10,compute,0.017781153
sync,fp16;blocks=36;matmul=4096,1,11,compute,0.017843679
sync,fp16;blocks=36;matmul=4096,1,12,compute,0.018267103
sync,fp16;blocks=36;matmul=4096,1,13,compute,0.034711391
sync,fp16;blocks=36;matmul=4096,1,14,compute,0.034759838
sync,fp16;blocks=36;matmul=4096,1,15,compute,0.036903393
sync,fp16;blocks=36;matmul=4096,1,16,compute,0.038474689
sync,fp16;blocks=36;matmul=4096,1,17,compute,0.039693314
sync,fp16;blocks=36;matmul=4096,1,18,compute,0.040850239
sync,fp16;blocks=36;matmul=4096,1,19,compute,0.041862560
sync,fp16;blocks=36;matmul=4096,1,20,compute,0.043056927
sync,fp16;blocks=36;matmul=4096,1,21,compute,0.044454880
sync,fp16;blocks=36;matmul=4096,1,22,compute,0.045778465
sync,fp16;blocks=36;matmul=4096,1,23,compute,0.043022240
sync,fp16;blocks=36;matmul=4096,1,24,compute,0.043116673
sync,fp16;blocks=36;matmul=4096,1,25,compute,0.042263424
sync,fp16;blocks=36;matmul=4096,1,26,compute,0.042120735
sync,fp16;blocks=36;matmul=4096,1,27,compute,0.041819263
sync,fp16;blocks=36;matmul=4096,1,28,compute,0.042638622
sync,fp16;blocks=36;matmul=4096,1,29,compute,0.042839489
sync,fp16;blocks=36;matmul=4096,1,30,compute,0.042159615
sync,fp16;blocks=36;matmul=4096,1,31,compute,0.123711166
sync,fp16;blocks=36;matmul=4096,1,32,compute,0.016774273
sync,fp16;blocks=36;matmul=4096,1,33,compute,0.018236959
sync,fp16;blocks=36;matmul=4096,1,34,compute,0.017709248
sync,fp16;blocks=36;matmul=4096,1,35,compute,0.034134689
sync,fp16;blocks=36;matmul=4096,2,0,read,0.409996600
sync,fp16;blocks=36;matmul=4096,2,1,read,0.584514300
sync,fp16;blocks=36;matmul=4096,2,2,read,0.250374900
sync,fp16;blocks=36;matmul=4096,2,3,read,0.588407900
sync,fp16;blocks=36;matmul=4096,2,4,read,0.140405900
sync,fp16;blocks=36;matmul=4096,2,5,read,0.596840600
sync,fp16;blocks=36;matmul=4096,2,6,read,0.254704300
sync,fp16;blocks=36;matmul=4096,2,7,read,0.565566400
sync,fp16;blocks=36;matmul=4096,2,8,read,0.141326100
sync,fp16;blocks=36;matmul=4096,2,9,read,0.599061200
sync,fp16;blocks=36;matmul=4096,2,10,read,0.259280100
sync,fp16;blocks=36;matmul=4096,2,11,read,0.574141400
sync,fp16;blocks=36;matmul=4096,2,12,read,0.268781100
sync,fp16;blocks=36;matmul=4096,2,13,read,0.608091600
sync,fp16;blocks=36;matmul=4096,2,14,read,0.246206400
sync,fp16;blocks=36;matmul=4096,2,15,read,0.584967000
sync,fp16;blocks=36;matmul=4096,2,16,read,0.513012800
sync,fp16;blocks=36;matmul=4096,2,17,read,0.603839500
sync,fp16;blocks=36;matmul=4096,2,18,read,0.257487900
sync,fp16;blocks=36;matmul=4096,2,19,read,0.568257700
sync,fp16;blocks=36;matmul=4096,2,20,read,0.148254900
sync,fp16;blocks=36;matmul=4096,2,21,read,0.607374700
sync,fp16;blocks=36;matmul=4096,2,22,read,0.239022400
sync,fp16;blocks=36;matmul=4096,2,23,read,0.562287700
sync,fp16;blocks=36;matmul=4096,2,24,read,0.145710200
sync,fp16;blocks=36;matmul=4096,2,25,read,0.601320100
sync,fp16;blocks=36;matmul=4096,2,26,read,0.256085700
sync,fp16;blocks=36;matmul=4096,2,27,read,0.567764100
sync,fp16;blocks=36;matmul=4096,2,28,read,0.510319600
sync,fp16;blocks=36;matmul=4096,2,29,read,0.398218400
sync,fp16;blocks=36;matmul=4096,2,30,read,0.502203000
sync,fp16;blocks=36;matmul=4096,2,31,read,0.580759000
sync,fp16;blocks=36;matmul=4096,2,32,read,0.405201800
sync,fp16;blocks=36;matmul=4096,2,33,read,0.487530900
sync,fp16;blocks=36;matmul=4096,2,34,read,0.484879500
sync,fp16;blocks=36;matmul=4096,2,35,read,0.348308600
sync,fp16;blocks=36;matmul=4096,2,0,stage_copy,0.020642000
sync,fp16;blocks=36;matmul=4096,2,1,stage_copy,0.022532600
sync,fp16;blocks=36;matmul=4096,2,2,stage_copy,0.020596500
sync,fp16;blocks=36;matmul=4096,2,3,stage_copy,0.021381300
sync,fp16;blocks=36;matmul=4096,2,4,stage_copy,0.021184200
sync,fp16;blocks=36;matmul=4096,2,5,stage_copy,0.020926200
sync,fp16;blocks=36;matmul=4096,2,6,stage_copy,0.022990500
sync,fp16;blocks=36;matmul=4096,2,7,stage_copy,0.020942900
sync,fp16;blocks=36;matmul=4096,2,8,stage_copy,0.020312700
sync,fp16;blocks=36;matmul=4096,2,9,stage_copy,0.021058900
sync,fp16;blocks=36;matmul=4096,2,10,stage_copy,0.021305400
sync,fp16;blocks=36;matmul=4096,2,11,stage_copy,0.020668600
sync,fp16;blocks=36;matmul=4096,2,12,stage_copy,0.021361300
sync,fp16;blocks=36;matmul=4096,2,13,stage_copy,0.020989500
sync,fp16;blocks=36;matmul=4096,2,14,stage_copy,0.020520200
sync,fp16;blocks=36;matmul=4096,2,15,stage_copy,0.021436700
sync,fp16;blocks=36;matmul=4096,2,16,stage_copy,0.020576200
sync,fp16;blocks=36;matmul=4096,2,17,stage_copy,0.020972900
sync,fp16;blocks=36;matmul=4096,2,18,stage_copy,0.028525800
sync,fp16;blocks=36;matmul=4096,2,19,stage_copy,0.021530200
sync,fp16;blocks=36;matmul=4096,2,20,stage_copy,0.020413100
sync,fp16;blocks=36;matmul=4096,2,21,stage_copy,0.020999200
sync,fp16;blocks=36;matmul=4096,2,22,stage_copy,0.020387900
sync,fp16;blocks=36;matmul=4096,2,23,stage_copy,0.021267600
sync,fp16;blocks=36;matmul=4096,2,24,stage_copy,0.020498600
sync,fp16;blocks=36;matmul=4096,2,25,stage_copy,0.021427800
sync,fp16;blocks=36;matmul=4096,2,26,stage_copy,0.021446600
sync,fp16;blocks=36;matmul=4096,2,27,stage_copy,0.022457100
sync,fp16;blocks=36;matmul=4096,2,28,stage_copy,0.021380000
sync,fp16;blocks=36;matmul=4096,2,29,stage_copy,0.022095600
sync,fp16;blocks=36;matmul=4096,2,30,stage_copy,0.021490300
sync,fp16;blocks=36;matmul=4096,2,31,stage_copy,0.021230800
